Product_ID,Product_Name,Category,Subcategory,Estimated_Total_Units_Sold_in_2025,Estimated_Revenue_in_2025_USD,Price_From_EUR,Price_To_EUR,WarehouseName,WarehouseCode,WarehouseGLN,WarehouseAddress,IsSameDayAvailable,IsNextDayAvailable,IsNormalDeliveryAvailable,Country_Of_Origin,CO2_Footprint_kg,Packaging_Type,Repairability_Score,Estimated_Lifespan_Years,Material_Recyclable_Pct,Eco_Label,Carbon_Neutral_Certified
PROD-2025-0744,Vital Wearable Tech Watch,Electronics,Wearable Tech,50320,4604280,76.36,92,Bol - Ingram Micro,INGRAM,8.71242E+12,"Veerweg 16, 5145 NS Waalwijk",FALSE,FALSE,TRUE,China,195.44,Plastic,7,5.2,,,TRUE
PROD-2025-0745,Luxe Charging Solutions Power Bank,Electronics,Charging Solutions,158713,12855753,71.76,77.28,Bol - Ingram Micro,INGRAM,8.71242E+12,"Veerweg 16, 5145 NS Waalwijk",FALSE,TRUE,TRUE,,173.69,Plastic,4,,18,,
PROD-2025-0746,Ergonomic Pet Apparel Treats,Pet,Pet Apparel,53329,3066417.5,9.2,96.6,Bol - BFC Site 2,BFC2,8.71425E+12,"Mechie Trommelenweg 1, 5145 ND Waalwijk",FALSE,FALSE,TRUE,China,11.92,Mixed Plastic+Cardboard,4,1.2,,Energy Star,FALSE
PROD-2025-0747,Swift Korean Skincare Mask,Beauty & Skincare,Korean Skincare,72232,7403780,51.52,137.08,Bol - BFC Site 2,BFC2,8.71425E+12,"Mechie Trommelenweg 1, 5145 ND Waalwijk",FALSE,FALSE,TRUE,China,,Plastic,1,,,,
PROD-2025-0748,Wireless E-books App,Digital Goods,E-books,31914,1930797,38.64,72.68,Bol - BFC Site 2,BFC2,8.71425E+12,"Mechie Trommelenweg 1, 5145 ND Waalwijk",FALSE,FALSE,FALSE,USA,0,Digital - No Packaging,,,,,
PROD-2025-0749,Swift Home Office Decor Desk,Home & Garden,Home Office Decor,23435,3128572.5,113.16,132.48,Bol - BFC Site 2,BFC2,8.71425E+12,"Mechie Trommelenweg 1, 5145 ND Waalwijk",FALSE,TRUE,TRUE,Italy,57.94,Plastic,6,,,,FALSE
PROD-2025-0750,Nano Online Courses Software,Digital Goods,Online Courses,22582,1174264,12.88,82.8,Bol - Ingram Micro,INGRAM,8.71242E+12,"Veerweg 16, 5145 NS Waalwijk",FALSE,FALSE,FALSE,,0,Digital - No Packaging,,,,,
PROD-2025-0751,Ultra Interactive Pet Toys Treats,Pet,Interactive Pet Toys,248884,42683606,130.64,184.92,Bol - BFC Site 1,BFC1,8.71425E+12,"Mechie Trommelenweg 1, 5145 ND Waalwijk",FALSE,TRUE,TRUE,,,Minimal Packaging,,3.5,72,EU Ecolabel,TRUE
PROD-2025-0752,Aura Smart Fitness Trackers Bench,Fitness,Smart Fitness Trackers,92962,6042530,28.52,91.08,Bol - BFC XL,BFCXL,8.71425E+12,"Divisiedok 1, 3439 JM Nieuwegein",FALSE,FALSE,TRUE,,73.91,Mixed Plastic+Cardboard,,4.7,15,,
PROD-2025-0753,Pro Upcycled Fashion Wrap,Eco-Friendly,Upcycled Fashion,429486,18038412,20.24,57.04,Bol - BFC Site 1,BFC1,8.71425E+12,"Mechie Trommelenweg 1, 5145 ND Waalwijk",FALSE,TRUE,TRUE,USA,,Recyclable Cardboard,6,,51,FSC Certified,FALSE
PROD-2025-0754,Ultra Stock Media Course,Digital Goods,Stock Media,281501,13793549,42.32,47.84,Bol - BFC Site 1,BFC1,8.71425E+12,"Mechie Trommelenweg 1, 5145 ND Waalwijk",FALSE,FALSE,FALSE,USA,0,Digital - No Packaging,,,,,
PROD-2025-0755,Minimalist Smart Fitness Trackers Band,Fitness,Smart Fitness Trackers,85233,2727456,17.48,41.4,Bol - BFC Site 1,BFC1,8.71425E+12,"Mechie Trommelenweg 1, 5145 ND Waalwijk",FALSE,FALSE,TRUE,China,,,,,,,FALSE
PROD-2025-0756,Sustainable Smart Baby Monitors Bib,Baby,Smart Baby Monitors,28700,2554300,57.04,106.72,Bol - BFC Site 1,BFC1,8.71425E+12,"Mechie Trommelenweg 1, 5145 ND Waalwijk",FALSE,FALSE,TRUE,,11.7,Mixed Plastic+Cardboard,2,1.7,,,FALSE
PROD-2025-0757,Flex Smart Lighting Diffuser,Home & Garden,Smart Lighting,93387,3548706,11.96,57.96,Bol - BFC Site 1,BFC1,8.71425E+12,"Mechie Trommelenweg 1, 5145 ND Waalwijk",FALSE,FALSE,TRUE,,110.62,Biodegradable,5,,26,,FALSE
PROD-2025-0758,Portable Organic Makeup Cleanser,Beauty & Skincare,Organic Makeup,15146,1658487,95.68,105.8,Bol - BFC Site 2,BFC2,8.71425E+12,"Mechie Trommelenweg 1, 5145 ND Waalwijk",FALSE,FALSE,TRUE,South Korea,5.99,Recyclable Cardboard,2,1.2,,,FALSE
PROD-2025-0759,Eco Stock Media Bundle,Digital Goods,Stock Media,42517,5272108,71.76,156.4,Bol - BFC Site 1,BFC1,8.71425E+12,"Mechie Trommelenweg 1, 5145 ND Waalwijk",FALSE,FALSE,FALSE,Germany,0,Digital - No Packaging,,,,,
PROD-2025-0760,Ergonomic Stock Media Asset,Digital Goods,Stock Media,44488,6984616,113.16,175.72,Bol - BFC Site 2,BFC2,8.71425E+12,"Mechie Trommelenweg 1, 5145 ND Waalwijk",FALSE,FALSE,FALSE,USA,0,Digital - No Packaging,,,,,
PROD-2025-0761,Aura Fragrances Lipstick,Beauty & Skincare,Fragrances,46295,7453495,110.4,185.84,Bol - BFC XL,BFCXL,8.71425E+12,"Divisiedok 1, 3439 JM Nieuwegein",FALSE,FALSE,TRUE,USA,12.96,Mixed Plastic+Cardboard,4,,56,,FALSE
PROD-2025-0762,Sustainable Yoga Gear Scale,Fitness,Yoga Gear,193996,9796798,13.8,79.12,Bol - BFC XL,BFCXL,8.71425E+12,"Divisiedok 1, 3439 JM Nieuwegein",FALSE,FALSE,TRUE,USA,43.98,Mixed Plastic+Cardboard,,12,57,,FALSE
PROD-2025-0763,Wireless Smart Baby Monitors Crib,Baby,Smart Baby Monitors,93565,13566925,109.48,157.32,Bol - BFC Site 2,BFC2,8.71425E+12,"Mechie Trommelenweg 1, 5145 ND Waalwijk",FALSE,TRUE,TRUE,USA,17.46,Minimal Packaging,,,27,,FALSE
PROD-2025-0764,Ergonomic Footwear Hoodie,Fashion,Footwear,98906,13006139,112.24,129.72,Bol - BFC Site 1,BFC1,8.71425E+12,"Mechie Trommelenweg 1, 5145 ND Waalwijk",TRUE,TRUE,TRUE,,24.58,Plastic,,,19,,FALSE
PROD-2025-0765,Flex Home Gym Equipment Mat,Fitness,Home Gym Equipment,76984,3618248,14.72,71.76,Bol - BFC Site 2,BFC2,8.71425E+12,"Mechie Trommelenweg 1, 5145 ND Waalwijk",FALSE,TRUE,TRUE,USA,54.38,Plastic,5,7.8,73,,TRUE
PROD-2025-0766,Minimalist Interactive Pet Toys Bowl,Pet,Interactive Pet Toys,57683,5220311.5,57.96,108.56,Bol - BFC XL,BFCXL,8.71425E+12,"Divisiedok 1, 3439 JM Nieuwegein",FALSE,FALSE,TRUE,,18.62,Plastic,1,,,,
PROD-2025-0767,Ultra Biodegradable Products Sponge,Eco-Friendly,Biodegradable Products,49129,6411334.5,99.36,140.76,Bol - BFC Site 1,BFC1,8.71425E+12,"Mechie Trommelenweg 1, 5145 ND Waalwijk",FALSE,TRUE,TRUE,USA,,,3,7.7,88,,FALSE
PROD-2025-0768,Organic SaaS Subscriptions Guide,Digital Goods,SaaS Subscriptions,24174,2332791,69,108.56,Bol - BFC Site 2,BFC2,8.71425E+12,"Mechie Trommelenweg 1, 5145 ND Waalwijk",FALSE,FALSE,FALSE,Netherlands,0,Digital - No Packaging,,,,Energy Star,
PROD-2025-0769,Luxe Upcycled Fashion Brush,Eco-Friendly,Upcycled Fashion,62928,1699056,19.32,30.36,Bol - BFC Site 1,BFC1,8.71425E+12,"Mechie Trommelenweg 1, 5145 ND Waalwijk",FALSE,TRUE,TRUE,Germany,25.72,Plastic,,7.6,,,FALSE
PROD-2025-0770,Wireless Smart Lighting Organizer,Home & Garden,Smart Lighting,24571,2027107.5,63.48,88.32,Bol - Ingram Micro,INGRAM,8.71242E+12,"Veerweg 16, 5145 NS Waalwijk",FALSE,TRUE,TRUE,China,151.64,Plastic,3,14.7,69,,FALSE
PROD-2025-0771,Sustainable Recovery Tools Scale,Fitness,Recovery Tools,45763,7711065.5,126.96,183.08,Bol - BFC XL,BFCXL,8.71425E+12,"Divisiedok 1, 3439 JM Nieuwegein",FALSE,TRUE,TRUE,,6.35,Plastic,,,,,FALSE
PROD-2025-0772,Premium Smart Home Devices Case,Electronics,Smart Home Devices,87128,11980100,103.04,149.96,Bol - Ingram Micro,INGRAM,8.71242E+12,"Veerweg 16, 5145 NS Waalwijk",FALSE,FALSE,TRUE,Japan,138.17,Plastic,6,9.6,39,,FALSE
PROD-2025-0773,Zen Accessories Leggings,Fashion,Accessories,14872,1963104,103.96,138.92,Bol - BFC XL 2,BFCXL2,8.71425E+12,"Rietgraaf 10, 6678 PJ Oosterhout",TRUE,TRUE,TRUE,Bangladesh,,Mixed Plastic+Cardboard,2,,27,,FALSE
PROD-2025-0774,Ergonomic Baby Safety Gear Toy,Baby,Baby Safety Gear,38704,4509016,63.48,150.88,Bol - Ingram Micro,INGRAM,8.71242E+12,"Veerweg 16, 5145 NS Waalwijk",FALSE,FALSE,TRUE,,16.63,,,3.3,73,Fair Trade,TRUE
PROD-2025-0775,Wireless Reusable Packaging Bottle,Eco-Friendly,Reusable Packaging,32520,4390200,108.56,139.84,Bol - BFC Site 2,BFC2,8.71425E+12,"Mechie Trommelenweg 1, 5145 ND Waalwijk",FALSE,TRUE,TRUE,,12.7,,3,5.5,77,Cradle to Cradle,
PROD-2025-0776,Ultra Digital Planners Template,Digital Goods,Digital Planners,14493,1543504.5,78.2,117.76,Bol - BFC Site 2,BFC2,8.71425E+12,"Mechie Trommelenweg 1, 5145 ND Waalwijk",FALSE,FALSE,FALSE,USA,0,Digital - No Packaging,,,,,
PROD-2025-0777,Organic Yoga Gear Bench,Fitness,Yoga Gear,93101,12335882.5,92,151.8,Bol - BFC XL,BFCXL,8.71425E+12,"Divisiedok 1, 3439 JM Nieuwegein",FALSE,FALSE,TRUE,Germany,,Mixed Plastic+Cardboard,,11.8,67,,FALSE
PROD-2025-0778,Pure Sustainable Apparel Sneakers,Fashion,Sustainable Apparel,52627,3499695.5,35.88,86.48,Bol - BFC Site 2,BFC2,8.71425E+12,"Mechie Trommelenweg 1, 5145 ND Waalwijk",FALSE,FALSE,TRUE,Bangladesh,19.09,Minimal Packaging,,,,,FALSE
PROD-2025-0779,Pro Biodegradable Products Kit,Eco-Friendly,Biodegradable Products,85465,8332837.5,79.12,100.28,Bol - BFC Site 2,BFC2,8.71425E+12,"Mechie Trommelenweg 1, 5145 ND Waalwijk",FALSE,FALSE,TRUE,,8.48,Recyclable Cardboard,,4.6,70,,FALSE
PROD-2025-0780,Sustainable Footwear Dress,Fashion,Footwear,57870,7378425,91.08,143.52,Bol - BFC Site 2,BFC2,8.71425E+12,"Mechie Trommelenweg 1, 5145 ND Waalwijk",FALSE,TRUE,TRUE,,19.63,Plastic,4,1,12,,FALSE
PROD-2025-0781,Aura Kitchen Gadgets Blender,Home & Garden,Kitchen Gadgets,233452,19376516,59.8,92.92,Bol - BFC XL 2,BFCXL2,8.71425E+12,"Rietgraaf 10, 6678 PJ Oosterhout",TRUE,TRUE,TRUE,China,66.01,Plastic,4,16.1,69,,TRUE
PROD-2025-0782,Ergonomic Eco-friendly Cleaning Vacuum,Home & Garden,Eco-friendly Cleaning,16808,1193368,61.64,69,Bol - BFC Site 1,BFC1,8.71425E+12,"Mechie Trommelenweg 1, 5145 ND Waalwijk",FALSE,FALSE,TRUE,Poland,158.43,Foam + Plastic,3,,53,,
PROD-2025-0783,Pro Recovery Tools Bench,Fitness,Recovery Tools,41248,4537280,72.68,129.72,Bol - BFC Site 2,BFC2,8.71425E+12,"Mechie Trommelenweg 1, 5145 ND Waalwijk",FALSE,TRUE,TRUE,China,12.03,Biodegradable,4,8.2,61,,FALSE
PROD-2025-0784,Swift Biodegradable Products Soap,Eco-Friendly,Biodegradable Products,59600,9953200,115,192.28,Bol - BFC Site 1,BFC1,8.71425E+12,"Mechie Trommelenweg 1, 5145 ND Waalwijk",FALSE,TRUE,TRUE,,130.73,Recyclable Cardboard,6,3.7,,,FALSE
PROD-2025-0785,Luxe Indoor Plants Accessories Planter,Home & Garden,Indoor Plants Accessories,44777,5686679,80.04,153.64,Bol - BFC XL 2,BFCXL2,8.71425E+12,"Rietgraaf 10, 6678 PJ Oosterhout",FALSE,FALSE,TRUE,China,91.19,Biodegradable,2,12.7,,,
PROD-2025-0786,Pure Indoor Plants Accessories Cleaner,Home & Garden,Indoor Plants Accessories,28512,3578256,111.32,119.6,Bol - BFC XL,BFCXL,8.71425E+12,"Divisiedok 1, 3439 JM Nieuwegein",FALSE,FALSE,TRUE,Netherlands,149.54,Foam + Plastic,6,,16,,FALSE
PROD-2025-0787,Glow Baby Safety Gear Bottle,Baby,Baby Safety Gear,69186,5707845,59.8,92,Bol - Ingram Micro,INGRAM,8.71242E+12,"Veerweg 16, 5145 NS Waalwijk",FALSE,FALSE,TRUE,USA,6.26,Recyclable Cardboard,4,3.8,60,,FALSE
PROD-2025-0788,Smart Fragrances Lipstick,Beauty & Skincare,Fragrances,89000,16643000,135.24,208.84,Bol - BFC Site 1,BFC1,8.71425E+12,"Mechie Trommelenweg 1, 5145 ND Waalwijk",TRUE,TRUE,TRUE,France,8.97,Mixed Plastic+Cardboard,2,1.2,,,
PROD-2025-0789,Eco Smart Pet Feeders Carrier,Pet,Smart Pet Feeders,52375,2330687.5,17.48,64.4,Bol - BFC Site 2,BFC2,8.71425E+12,"Mechie Trommelenweg 1, 5145 ND Waalwijk",FALSE,TRUE,TRUE,,17.05,Mixed Plastic+Cardboard,3,4.7,30,,FALSE
PROD-2025-0790,Portable Biodegradable Products Utensils,Eco-Friendly,Biodegradable Products,23285,1688162.5,61.64,71.76,Bol - BFC XL 2,BFCXL2,8.71425E+12,"Rietgraaf 10, 6678 PJ Oosterhout",FALSE,TRUE,TRUE,,33.53,Plastic,8,,,,
PROD-2025-0791,Pro Fragrances Perfume,Beauty & Skincare,Fragrances,29112,771468,13.8,34.96,Bol - BFC Site 2,BFC2,8.71425E+12,"Mechie Trommelenweg 1, 5145 ND Waalwijk",FALSE,TRUE,TRUE,USA,7.99,Plastic,3,0.8,,,FALSE
PROD-2025-0792,Flex Activewear Tracker,Fitness,Activewear,412983,38200927.5,65.32,104.88,Bol - BFC Site 1,BFC1,8.71425E+12,"Mechie Trommelenweg 1, 5145 ND Waalwijk",FALSE,TRUE,TRUE,China,38.69,Minimal Packaging,5,,54,EU Ecolabel,FALSE
PROD-2025-0793,Eco SaaS Subscriptions Bundle,Digital Goods,SaaS Subscriptions,82605,11647305,90.16,169.28,Bol - BFC Site 2,BFC2,8.71425E+12,"Mechie Trommelenweg 1, 5145 ND Waalwijk",FALSE,FALSE,FALSE,,0,Digital - No Packaging,,,,Cradle to Cradle,
PROD-2025-0794,Pro Zero-waste Kits Bottle,Eco-Friendly,Zero-waste Kits,75901,7020842.5,82.8,87.4,Bol - Ingram Micro,INGRAM,8.71242E+12,"Veerweg 16, 5145 NS Waalwijk",FALSE,TRUE,TRUE,Netherlands,29.85,Biodegradable,6,,49,EU Ecolabel,FALSE
PROD-2025-0795,Zen Pet Grooming Tools Toy,Pet,Pet Grooming Tools,83354,14253534,116.84,197.8,Bol - BFC Site 1,BFC1,8.71425E+12,"Mechie Trommelenweg 1, 5145 ND Waalwijk",FALSE,TRUE,TRUE,Netherlands,,Biodegradable,,1.1,57,,FALSE
PROD-2025-0796,Minimalist Indoor Plants Accessories Desk,Home & Garden,Indoor Plants Accessories,13982,936794,20.24,103.04,Bol - BFC XL,BFCXL,8.71425E+12,"Divisiedok 1, 3439 JM Nieuwegein",FALSE,TRUE,TRUE,China,31.36,Foam + Plastic,6,17.9,5,,FALSE
PROD-2025-0797,Premium Accessories T-Shirt,Fashion,Accessories,10703,144490.5,9.2,15.64,Bol - BFC Site 1,BFC1,8.71425E+12,"Mechie Trommelenweg 1, 5145 ND Waalwijk",FALSE,TRUE,TRUE,Turkey,38.19,Recyclable Cardboard,,,33,,FALSE
PROD-2025-0798,Ultra Menswear Dress,Fashion,Menswear,42064,2082168,17.48,73.6,Bol - BFC Site 2,BFC2,8.71425E+12,"Mechie Trommelenweg 1, 5145 ND Waalwijk",FALSE,TRUE,TRUE,India,24.72,Mixed Plastic+Cardboard,3,1.5,,,TRUE
PROD-2025-0799,Pro Fragrances Perfume,Beauty & Skincare,Fragrances,39698,3175840,68.08,79.12,Bol - BFC XL 2,BFCXL2,8.71425E+12,"Rietgraaf 10, 6678 PJ Oosterhout",FALSE,TRUE,TRUE,,,,,0.5,,,FALSE
PROD-2025-0800,Luxe Interactive Pet Toys Feeder,Pet,Interactive Pet Toys,13781,2074040.5,121.44,155.48,Bol - BFC XL,BFCXL,8.71425E+12,"Divisiedok 1, 3439 JM Nieuwegein",FALSE,TRUE,TRUE,,11.37,,,4.7,,,FALSE
PROD-2025-0801,Flex Organic Makeup Lotion,Beauty & Skincare,Organic Makeup,489274,44523934,42.32,125.12,Bol - BFC Site 2,BFC2,8.71425E+12,"Mechie Trommelenweg 1, 5145 ND Waalwijk",FALSE,TRUE,TRUE,USA,,Mixed Plastic+Cardboard,2,,19,,FALSE
PROD-2025-0802,Glow Pet Apparel Bowl,Pet,Pet Apparel,30739,1014387,11.96,48.76,Bol - BFC Site 1,BFC1,8.71425E+12,"Mechie Trommelenweg 1, 5145 ND Waalwijk",FALSE,FALSE,TRUE,Netherlands,4.47,Minimal Packaging,2,1.9,,,FALSE
PROD-2025-0803,Wireless Solar Powered Gadgets Bottle,Eco-Friendly,Solar Powered Gadgets,330081,14853645,30.36,52.44,Bol - BFC XL,BFCXL,8.71425E+12,"Divisiedok 1, 3439 JM Nieuwegein",FALSE,FALSE,TRUE,Netherlands,15.6,,,6.9,88,,FALSE
PROD-2025-0804,Ergonomic Stock Media Bundle,Digital Goods,Stock Media,90973,11781003.5,81.88,156.4,Bol - Ingram Micro,INGRAM,8.71242E+12,"Veerweg 16, 5145 NS Waalwijk",FALSE,FALSE,FALSE,USA,0,Digital - No Packaging,,,,,
PROD-2025-0805,Zen Footwear Scarf,Fashion,Footwear,205212,39195492,138,213.44,Bol - BFC Site 2,BFC2,8.71425E+12,"Mechie Trommelenweg 1, 5145 ND Waalwijk",FALSE,TRUE,TRUE,Turkey,,,3,,13,,FALSE
PROD-2025-0806,Minimalist Phone Accessories Projector,Electronics,Phone Accessories,98904,10533276,52.44,143.52,Bol - BFC Site 2,BFC2,8.71425E+12,"Mechie Trommelenweg 1, 5145 ND Waalwijk",FALSE,FALSE,TRUE,China,166.83,Recyclable Cardboard,3,,22,Energy Star,FALSE
PROD-2025-0807,Glow Organic Pet Food Bowl,Pet,Organic Pet Food,16121,1853915,80.96,130.64,Bol - BFC Site 1,BFC1,8.71425E+12,"Mechie Trommelenweg 1, 5145 ND Waalwijk",FALSE,FALSE,TRUE,China,,Recyclable Cardboard,4,,,,FALSE
PROD-2025-0808,Nano Smart Home Devices Charger,Electronics,Smart Home Devices,46772,5355394,78.2,132.48,Bol - BFC Site 2,BFC2,8.71425E+12,"Mechie Trommelenweg 1, 5145 ND Waalwijk",FALSE,FALSE,TRUE,Taiwan,,Plastic,6,9,67,,
PROD-2025-0809,Vital Yoga Gear Tracker,Fitness,Yoga Gear,391151,66495670,133.4,179.4,Bol - BFC XL 2,BFCXL2,8.71425E+12,"Rietgraaf 10, 6678 PJ Oosterhout",FALSE,TRUE,TRUE,Germany,84.49,Plastic,5,9.6,70,,FALSE
PROD-2025-0810,Vital Sustainable Apparel Sneakers,Fashion,Sustainable Apparel,34925,1658937.5,14.72,72.68,Bol - BFC Site 1,BFC1,8.71425E+12,"Mechie Trommelenweg 1, 5145 ND Waalwijk",TRUE,TRUE,TRUE,India,13.41,Plastic,4,4.3,,,FALSE
PROD-2025-0811,Glow Indoor Plants Accessories Diffuser,Home & Garden,Indoor Plants Accessories,16051,1974273,81.88,144.44,Bol - BFC XL,BFCXL,8.71425E+12,"Divisiedok 1, 3439 JM Nieuwegein",FALSE,FALSE,TRUE,China,78.53,Foam + Plastic,5,5.6,61,,FALSE
PROD-2025-0812,Aura Smart Pet Feeders Carrier,Pet,Smart Pet Feeders,29923,4638065,106.72,178.48,Bol - BFC XL,BFCXL,8.71425E+12,"Divisiedok 1, 3439 JM Nieuwegein",FALSE,FALSE,TRUE,China,1.46,Recyclable Cardboard,1,4.4,,,FALSE
PROD-2025-0813,Wireless Smart Lighting Organizer,Home & Garden,Smart Lighting,21440,3623360,126.96,184,Bol - BFC XL,BFCXL,8.71425E+12,"Divisiedok 1, 3439 JM Nieuwegein",TRUE,TRUE,TRUE,Poland,,Plastic,6,16.1,27,,FALSE
PROD-2025-0814,Zen Footwear Hoodie,Fashion,Footwear,178634,6698775,29.44,39.56,Bol - BFC Site 2,BFC2,8.71425E+12,"Mechie Trommelenweg 1, 5145 ND Waalwijk",FALSE,TRUE,TRUE,Bangladesh,33.05,Mixed Plastic+Cardboard,,,,,FALSE
PROD-2025-0815,Organic Smart Lighting Cleaner,Home & Garden,Smart Lighting,89954,10254756,73.6,136.16,Bol - BFC XL 2,BFCXL2,8.71425E+12,"Rietgraaf 10, 6678 PJ Oosterhout",FALSE,TRUE,TRUE,,182.68,Mixed Plastic+Cardboard,6,,14,,
PROD-2025-0816,Sustainable Fragrances Brush,Beauty & Skincare,Fragrances,13376,1865952,110.4,146.28,Bol - BFC Site 2,BFC2,8.71425E+12,"Mechie Trommelenweg 1, 5145 ND Waalwijk",FALSE,TRUE,TRUE,Germany,6.25,Recyclable Cardboard,3,1.9,,,FALSE
PROD-2025-0817,Eco Eco-friendly Diapers Swaddle,Baby,Eco-friendly Diapers,62240,5881680,60.72,113.16,Bol - BFC Site 1,BFC1,8.71425E+12,"Mechie Trommelenweg 1, 5145 ND Waalwijk",FALSE,TRUE,TRUE,,8.13,Plastic,2,,,,FALSE
PROD-2025-0818,Pro Smart Baby Monitors Diaper,Baby,Smart Baby Monitors,56342,1549405,15.64,34.96,Bol - BFC Site 1,BFC1,8.71425E+12,"Mechie Trommelenweg 1, 5145 ND Waalwijk",FALSE,FALSE,TRUE,USA,19.56,Foam + Plastic,6,2.5,60,,FALSE
PROD-2025-0819,Vital Korean Skincare Perfume,Beauty & Skincare,Korean Skincare,62533,9379950,126.96,149.04,Bol - BFC Site 1,BFC1,8.71425E+12,"Mechie Trommelenweg 1, 5145 ND Waalwijk",FALSE,FALSE,TRUE,,14.8,Mixed Plastic+Cardboard,,1.6,65,Energy Star,FALSE
PROD-2025-0820,Pure Organic Baby Clothing Toy,Baby,Organic Baby Clothing,24153,3007048.5,92.92,136.16,Bol - BFC Site 1,BFC1,8.71425E+12,"Mechie Trommelenweg 1, 5145 ND Waalwijk",FALSE,FALSE,TRUE,Germany,,Mixed Plastic+Cardboard,5,4.8,,,
PROD-2025-0821,Vital Phone Accessories Earbuds,Electronics,Phone Accessories,52465,2990505,18.4,86.48,Bol - Ingram Micro,INGRAM,8.71242E+12,"Veerweg 16, 5145 NS Waalwijk",FALSE,TRUE,TRUE,China,148.89,Biodegradable,6,8.1,,,FALSE
PROD-2025-0822,Aura Eco-friendly Cleaning Organizer,Home & Garden,Eco-friendly Cleaning,91808,16341824,127.88,199.64,Bol - BFC XL,BFCXL,8.71425E+12,"Divisiedok 1, 3439 JM Nieuwegein",FALSE,TRUE,TRUE,Netherlands,155.6,Mixed Plastic+Cardboard,6,,80,,FALSE
PROD-2025-0823,Flex Accessories Bag,Fashion,Accessories,71987,4319220,14.72,95.68,Bol - BFC Site 2,BFC2,8.71425E+12,"Mechie Trommelenweg 1, 5145 ND Waalwijk",FALSE,FALSE,TRUE,,38.66,Recyclable Cardboard,4,2.3,,,FALSE
PROD-2025-0824,Ergonomic Charging Solutions Earbuds,Electronics,Charging Solutions,63763,3251913,40.48,53.36,Bol - BFC Site 2,BFC2,8.71425E+12,"Mechie Trommelenweg 1, 5145 ND Waalwijk",FALSE,TRUE,TRUE,China,56.69,Plastic,,,,,FALSE
PROD-2025-0825,Minimalist Solar Powered Gadgets Soap,Eco-Friendly,Solar Powered Gadgets,16200,1158300,62.56,69,Bol - BFC Site 2,BFC2,8.71425E+12,"Mechie Trommelenweg 1, 5145 ND Waalwijk",FALSE,TRUE,TRUE,Netherlands,4.72,,3,,,,FALSE
PROD-2025-0826,Ergonomic Organic Makeup Dryer,Beauty & Skincare,Organic Makeup,13258,1955555,116.84,154.56,Bol - BFC XL,BFCXL,8.71425E+12,"Divisiedok 1, 3439 JM Nieuwegein",FALSE,TRUE,TRUE,France,,Minimal Packaging,3,1.8,27,,FALSE
PROD-2025-0827,Pure Activewear Roller,Fitness,Activewear,66382,10156446,126.04,155.48,Bol - BFC XL 2,BFCXL2,8.71425E+12,"Rietgraaf 10, 6678 PJ Oosterhout",FALSE,FALSE,TRUE,,93.83,,7,11.1,24,,FALSE
PROD-2025-0828,Swift Reusable Packaging Bottle,Eco-Friendly,Reusable Packaging,38810,5821500,131.56,144.44,Bol - BFC Site 2,BFC2,8.71425E+12,"Mechie Trommelenweg 1, 5145 ND Waalwijk",FALSE,TRUE,TRUE,,15.26,Minimal Packaging,,4.9,70,FSC Certified,FALSE
PROD-2025-0829,Zen Pet Grooming Tools Leash,Pet,Pet Grooming Tools,47281,4988145.5,62.56,131.56,Bol - BFC Site 2,BFC2,8.71425E+12,"Mechie Trommelenweg 1, 5145 ND Waalwijk",FALSE,TRUE,TRUE,USA,8.49,Plastic,,1.8,59,,FALSE
PROD-2025-0830,Zen Personal Care Gadgets Mask,Beauty & Skincare,Personal Care Gadgets,88414,12643202,85.56,177.56,Bol - BFC Site 2,BFC2,8.71425E+12,"Mechie Trommelenweg 1, 5145 ND Waalwijk",FALSE,TRUE,TRUE,USA,4.66,Recyclable Cardboard,2,0.8,78,,FALSE
PROD-2025-0831,Wireless Stock Media Course,Digital Goods,Stock Media,94165,13041852.5,90.16,164.68,Bol - Ingram Micro,INGRAM,8.71242E+12,"Veerweg 16, 5145 NS Waalwijk",FALSE,FALSE,FALSE,USA,0,Digital - No Packaging,,,,Fair Trade,
PROD-2025-0832,Luxe Smart Pet Feeders Collar,Pet,Smart Pet Feeders,95416,11068256,61.64,151.8,Bol - BFC XL,BFCXL,8.71425E+12,"Divisiedok 1, 3439 JM Nieuwegein",FALSE,FALSE,TRUE,China,14.28,Recyclable Cardboard,2,1.3,,,TRUE
PROD-2025-0833,Smart Reusable Packaging Utensils,Eco-Friendly,Reusable Packaging,35977,4641033,102.12,135.24,Bol - BFC XL 2,BFCXL2,8.71425E+12,"Rietgraaf 10, 6678 PJ Oosterhout",FALSE,FALSE,TRUE,Netherlands,,Minimal Packaging,6,5,42,FSC Certified,FALSE
PROD-2025-0834,Minimalist Zero-waste Kits Utensils,Eco-Friendly,Zero-waste Kits,480071,88333064,130.64,207.92,Bol - BFC Site 2,BFC2,8.71425E+12,"Mechie Trommelenweg 1, 5145 ND Waalwijk",FALSE,FALSE,TRUE,USA,16.96,,6,,92,,
PROD-2025-0835,Sustainable Reusable Packaging Bag,Eco-Friendly,Reusable Packaging,26929,3850847,113.16,149.96,Bol - BFC Site 2,BFC2,8.71425E+12,"Mechie Trommelenweg 1, 5145 ND Waalwijk",TRUE,TRUE,TRUE,Netherlands,70.29,Biodegradable,,3.3,83,Fair Trade,FALSE
